0.00.024.731 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.024.979 W srv  llama_server: -----------------
0.00.024.981 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.024.981 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.024.981 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.024.982 W srv  llama_server: -----------------
0.00.026.597 I srv    load_model: loading model '/Users/<user>/HermesProjects/Local-LLM-Lab/results/raw/EXP-020-bonsai2/models/Ternary-Bonsai-2-27B-PTQ1_0.gguf'
0.00.945.491 I cmn          init: llama threadpool init, n_threads = 4
0.02.148.337 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.02.153.099 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.02.153.112 I srv  llama_server: model loaded
0.02.153.115 I srv  llama_server: listening on http://127.0.0.1:8920
0.23.179.208 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.23.179.251 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.29.182.096 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =    298, progress = 0.02, t =   6.00 s / 49.64 tokens per second
0.32.189.615 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =    426, progress = 0.03, t =   9.01 s / 47.28 tokens per second
0.35.199.926 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =    554, progress = 0.04, t =  12.02 s / 46.09 tokens per second
0.38.216.414 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =    682, progress = 0.05, t =  15.04 s / 45.35 tokens per second
0.41.236.948 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =    810, progress = 0.05, t =  18.06 s / 44.86 tokens per second
0.44.258.188 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =    938, progress = 0.06, t =  21.08 s / 44.50 tokens per second
0.47.285.670 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   1066, progress = 0.07, t =  24.11 s / 44.22 tokens per second
0.50.318.380 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   1194, progress = 0.08, t =  27.14 s / 44.00 tokens per second
0.53.354.792 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   1322, progress = 0.09, t =  30.18 s / 43.81 tokens per second
0.56.392.001 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   1450, progress = 0.10, t =  33.21 s / 43.66 tokens per second
0.59.432.552 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   1578, progress = 0.11, t =  36.25 s / 43.53 tokens per second
1.02.477.062 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   1706, progress = 0.11, t =  39.30 s / 43.41 tokens per second
1.05.527.655 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   1834, progress = 0.12, t =  42.35 s / 43.31 tokens per second
1.08.573.903 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   1962, progress = 0.13, t =  45.39 s / 43.22 tokens per second
1.11.632.086 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2090, progress = 0.14, t =  48.45 s / 43.13 tokens per second
1.14.691.869 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2218, progress = 0.15, t =  51.51 s / 43.06 tokens per second
1.17.754.703 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2346, progress = 0.16, t =  54.58 s / 42.99 tokens per second
1.20.826.357 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2474, progress = 0.16, t =  57.65 s / 42.92 tokens per second
1.23.898.947 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2602, progress = 0.17, t =  60.72 s / 42.85 tokens per second
1.26.975.002 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2730, progress = 0.18, t =  63.80 s / 42.79 tokens per second
1.30.050.007 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2858, progress = 0.19, t =  66.87 s / 42.74 tokens per second
